mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.17176456451416017,0.018377595900904393,0.008518791198730469,0.004986984346868183,4,2,10,200,"{'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.8531468531468531,0.8531468531468531,0.795774647887324,0.8028169014084507,0.8380281690140845,0.828582684920713,0.024642470594594804,33
0.04302339553833008,0.005161977048549202,0.0037062644958496095,0.002036646612921869,4,4,2,50,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.8531468531468531,0.8391608391608392,0.795774647887324,0.8098591549295775,0.8309859154929577,0.8257854821235103,0.02053722170510493,57
0.08502712249755859,0.00440115937819947,0.0054836273193359375,0.0029238965444102786,4,4,2,100,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8380281690140845,0.8271840835221116,0.023374446312608772,41
0.18471016883850097,0.01605028239762745,0.009415054321289062,0.005715094996854434,4,4,2,200,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8380281690140845,0.8271840835221116,0.023374446312608772,41
0.04299206733703613,0.00615279504756303,0.0037032604217529298,0.0019807576821807412,4,4,5,50,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8531468531468531,0.8391608391608392,0.795774647887324,0.8098591549295775,0.8309859154929577,0.8257854821235103,0.02053722170510493,57
0.11380457878112793,0.020771446015258932,0.007984781265258789,0.00723028302735146,4,4,5,100,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8380281690140845,0.8271840835221116,0.023374446312608772,41
0.20768775939941406,0.019603254823781276,0.006505584716796875,0.0005918484597726703,4,4,5,200,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8380281690140845,0.8271840835221116,0.023374446312608772,41
0.04670453071594238,0.008682447579314554,0.006676006317138672,0.007233324072209415,4,4,10,50,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8309859154929577,0.8257756328178865,0.022885649526947306,61
0.08992137908935546,0.007536381826732375,0.005044889450073242,0.002171412794474509,4,4,10,100,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8450704225352113,0.828592534226337,0.024183597616187286,28
0.17348127365112304,0.010758771778135631,0.0098846435546875,0.00539758920144625,4,4,10,200,"{'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8531468531468531,0.8461538461538461,0.795774647887324,0.8028169014084507,0.8450704225352113,0.828592534226337,0.024183597616187286,28
0.04835867881774902,0.006382808175568589,0.0043121337890625,0.002747127742827634,6,1,2,50,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.823943661971831,0.8661971830985915,0.8384516891559144,0.022474004769267947,1
0.09185252189636231,0.006426859493685651,0.003460407257080078,6.688939357827433e-05,6,1,2,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8391608391608392,0.8601398601398601,0.795774647887324,0.8028169014084507,0.8661971830985915,0.8328178863390132,0.02889000300045194,7
0.1784679412841797,0.006542870388391457,0.01386566162109375,0.006635703851616483,6,1,2,200,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8461538461538461,0.8601398601398601,0.7887323943661971,0.8098591549295775,0.852112676056338,0.8313995863291638,0.027412417122971596,17
0.04379129409790039,0.002955302776737627,0.00246429443359375,0.0006182849579291087,6,1,5,50,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.8461538461538461,0.8601398601398601,0.795774647887324,0.8028169014084507,0.8661971830985915,0.8342164877376146,0.02932915174754528,5
0.09191727638244629,0.021387468947263497,0.0070133209228515625,0.0037165550341110303,6,1,5,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8461538461538461,0.8601398601398601,0.795774647887324,0.8169014084507042,0.8591549295774648,0.8356249384418399,0.02531448596720418,4
0.1880580425262451,0.016442979908925966,0.007835912704467773,0.002270416520022481,6,1,5,200,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8461538461538461,0.8601398601398601,0.7887323943661971,0.8169014084507042,0.8591549295774648,0.8342164877376146,0.02758645451881949,5
0.04498891830444336,0.008893128235047346,0.00214533805847168,1.962195045287401e-05,6,1,10,50,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.8321678321678322,0.8601398601398601,0.795774647887324,0.8098591549295775,0.8309859154929577,0.8257854821235103,0.02191939897738363,57
0.10566864013671876,0.026267822943805863,0.003600740432739258,0.00040126980432918913,6,1,10,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8461538461538461,0.8601398601398601,0.795774647887324,0.8098591549295775,0.8380281690140845,0.8299911356249385,0.023710071223144214,22
0.17564282417297364,0.009807678708474024,0.014015769958496094,0.004861595568792699,6,1,10,200,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.8391608391608392,0.8601398601398601,0.795774647887324,0.8169014084507042,0.8450704225352113,0.8314094356347876,0.02259409242496713,11
0.04834599494934082,0.0057740005701032125,0.002867889404296875,0.0013478262564645517,6,2,2,50,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.8391608391608392,0.8531468531468531,0.7816901408450704,0.8028169014084507,0.8380281690140845,0.8229685807150595,0.02649418176602297,79
0.09927363395690918,0.023219132066647358,0.0045318126678466795,0.0012277781860191121,6,2,2,100,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8391608391608392,0.8531468531468531,0.7887323943661971,0.8028169014084507,0.852112676056338,0.8271939328277357,0.026499940701873125,39
0.18887805938720703,0.004589764852924452,0.007047891616821289,0.00201044463550009,6,2,2,200,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8169014084507042,0.8380281690140845,0.8300009849305624,0.020995822807617318,20
0.05188603401184082,0.01130825035511868,0.004541826248168945,0.0025669449954241314,6,2,5,50,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8321678321678322,0.8531468531468531,0.7887323943661971,0.8169014084507042,0.8309859154929577,0.824386880724909,0.021253240560486254,69
0.09885201454162598,0.014606184142364153,0.009629774093627929,0.00362240512980622,6,2,5,100,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8321678321678322,0.8531468531468531,0.7887323943661971,0.8169014084507042,0.852112676056338,0.828612232837585,0.02405994861224516,26
0.17931046485900878,0.01619261692657256,0.010289144515991212,0.0037195974382084763,6,2,5,200,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.7887323943661971,0.8169014084507042,0.852112676056338,0.8314094356347876,0.02510119451267597,11
0.04734220504760742,0.005299076374049644,0.002805757522583008,0.001270200629984496,6,2,10,50,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.8321678321678322,0.8601398601398601,0.795774647887324,0.8028169014084507,0.8380281690140845,0.8257854821235103,0.0236602913544834,57
0.10604639053344726,0.014553386919764507,0.0033883571624755858,1.0903212942465145e-05,6,2,10,100,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.8391608391608392,0.8531468531468531,0.795774647887324,0.8098591549295775,0.8380281690140845,0.8271939328277357,0.02107988417882117,39
0.18718838691711426,0.007274794586014376,0.010496425628662109,0.007309551655254346,6,2,10,200,"{'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8169014084507042,0.8380281690140845,0.8300009849305624,0.020995822807617318,20
0.046800851821899414,0.005469026935891732,0.0029972553253173827,0.0016754705850021707,6,4,2,50,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.8531468531468531,0.8601398601398601,0.8028169014084507,0.8169014084507042,0.8591549295774648,0.8384319905446667,0.023871319718045236,2
0.09897360801696778,0.009628946244384224,0.004290962219238281,0.0017082379472048686,6,4,2,100,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8098591549295775,0.8591549295774648,0.832817886339013,0.02523513195971235,8
0.18647289276123047,0.01636875063675083,0.013275957107543946,0.0069453925389785665,6,4,2,200,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8169014084507042,0.8450704225352113,0.8314094356347876,0.021711086915780185,11
0.05046477317810059,0.008191638276920607,0.0051190853118896484,0.0024210071738218447,6,4,5,50,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8531468531468531,0.8601398601398601,0.8028169014084507,0.8169014084507042,0.8591549295774648,0.8384319905446667,0.023871319718045236,2
0.08844375610351562,0.014069241557727387,0.00850534439086914,0.003060094863457155,6,4,5,100,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8098591549295775,0.8591549295774648,0.832817886339013,0.02523513195971235,8
0.1906437397003174,0.014400378790067435,0.009746599197387695,0.003795192841406741,6,4,5,200,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8169014084507042,0.8450704225352113,0.8314094356347876,0.021711086915780185,11
0.047516679763793944,0.0108322124203537,0.0041351795196533205,0.002628115349137317,6,4,10,50,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8391608391608392,0.8531468531468531,0.8028169014084507,0.8028169014084507,0.852112676056338,0.8300108342361863,0.022744271095278906,19
0.09803938865661621,0.010641364132131029,0.0076329708099365234,0.003723603928913864,6,4,10,100,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8391608391608392,0.8531468531468531,0.795774647887324,0.8028169014084507,0.852112676056338,0.8286023835319611,0.024532415879489598,27
0.18684062957763672,0.023320447319679697,0.007790184020996094,0.0038852044380107346,6,4,10,200,"{'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8169014084507042,0.8450704225352113,0.8314094356347876,0.021711086915780185,11
0.05805654525756836,0.009867321735353958,0.004270029067993164,0.003265308714675736,8,1,2,50,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.8391608391608392,0.8531468531468531,0.795774647887324,0.7887323943661971,0.8309859154929577,0.8215601300108343,0.02505554944081503,91
0.08984341621398925,0.017714724371535515,0.00635838508605957,0.003418021113210656,8,1,2,100,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8251748251748252,0.8531468531468531,0.795774647887324,0.8098591549295775,0.823943661971831,0.8215798286220821,0.019069715730586103,86
0.20371599197387696,0.01761516606746448,0.009772157669067383,0.0025326680655838882,8,1,2,200,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8461538461538461,0.8461538461538461,0.7816901408450704,0.8169014084507042,0.823943661971831,0.8229685807150595,0.023735138625156436,79
0.04294352531433106,0.012777987063656118,0.004034996032714844,0.0022163142998581973,8,1,5,50,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8098591549295775,0.8028169014084507,0.8229587314094357,0.022055936060699444,82
0.0957754135131836,0.021669893400316106,0.006471586227416992,0.0037069600603270043,8,1,5,100,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8461538461538461,0.8461538461538461,0.8028169014084507,0.8098591549295775,0.8028169014084507,0.8215601300108343,0.020244662517220156,91
0.1995208740234375,0.013141980712796507,0.012316560745239258,0.00742065904375984,8,1,5,200,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8098591549295775,0.8169014084507042,0.824367182113661,0.021848028915320998,74
0.045517587661743165,0.004678051909581353,0.003135871887207031,0.0016839241138926738,8,1,10,50,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.8391608391608392,0.8601398601398601,0.8028169014084507,0.8169014084507042,0.8098591549295775,0.8257756328178865,0.021067763728969575,61
0.09900975227355957,0.013310545698226386,0.004173898696899414,0.0012835868794372175,8,1,10,100,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8531468531468531,0.8601398601398601,0.8028169014084507,0.8169014084507042,0.8309859154929577,0.8327981877277653,0.021524426524419445,10
0.19251232147216796,0.017662685380610103,0.00687861442565918,0.0014387656414907531,8,1,10,200,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.8391608391608392,0.8601398601398601,0.795774647887324,0.8169014084507042,0.823943661971831,0.8271840835221116,0.021597741888689487,41
0.04761977195739746,0.006941872338340893,0.004221296310424805,0.002436346717877303,8,2,2,50,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8098591549295775,0.823943661971831,0.8271840835221116,0.019689237403271848,41
0.10061135292053222,0.006609306331004474,0.004679965972900391,0.0021869945322557085,8,2,2,100,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8391608391608392,0.8531468531468531,0.8028169014084507,0.795774647887324,0.8309859154929577,0.8243770314192849,0.021784749308027408,70
0.1917275905609131,0.014620365222973497,0.008495855331420898,0.0018602383316420974,8,2,2,200,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8391608391608392,0.8531468531468531,0.795774647887324,0.8028169014084507,0.8169014084507042,0.8215601300108343,0.02165829833764634,91
0.04900603294372559,0.003847008552986381,0.003168535232543945,0.0013770893124346122,8,2,5,50,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8461538461538461,0.8601398601398601,0.7887323943661971,0.795774647887324,0.8098591549295775,0.820131980695361,0.02815142103682623,102
0.10016384124755859,0.007224957223745986,0.004589748382568359,0.0016674355995609283,8,2,5,100,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.795774647887324,0.8169014084507042,0.8229587314094357,0.02293771966081894,82
0.20364961624145508,0.0068197631858208894,0.0096832275390625,0.006859029752872122,8,2,5,200,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8169014084507042,0.8169014084507042,0.8271840835221116,0.019178861688329427,41
0.04348082542419433,0.005293019768756019,0.006840372085571289,0.004086239737826486,8,2,10,50,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.8531468531468531,0.8601398601398601,0.8028169014084507,0.8028169014084507,0.8098591549295775,0.8257559342066386,0.025446504065536942,67
0.09060158729553222,0.008731112436401671,0.008326530456542969,0.002993640248960264,8,2,10,100,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.8531468531468531,0.8601398601398601,0.795774647887324,0.8098591549295775,0.8098591549295775,0.8257559342066385,0.025833348660592125,68
0.19754300117492676,0.01978351325020831,0.015139198303222657,0.006080068677530213,8,2,10,200,"{'max_depth': 8, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8098591549295775,0.8028169014084507,0.8229587314094357,0.022055936060699444,82
0.047087812423706056,0.010809207740440294,0.00343170166015625,0.0024144491819708884,8,4,2,50,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.8391608391608392,0.8671328671328671,0.7887323943661971,0.8169014084507042,0.823943661971831,0.8271742342164877,0.02582291091242576,52
0.09314284324645997,0.01121232960572701,0.0072192192077636715,0.0045787945505006014,8,4,2,100,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8531468531468531,0.8601398601398601,0.795774647887324,0.8028169014084507,0.823943661971831,0.8271643849108639,0.02588806374285113,55
0.2065271854400635,0.022236642404158787,0.009552288055419921,0.005312754470214801,8,4,2,200,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8098591549295775,0.8098591549295775,0.824367182113661,0.02092036566984537,74
0.050090885162353514,0.027309924166484516,0.003202533721923828,0.0019657977761818202,8,4,5,50,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8391608391608392,0.8671328671328671,0.7887323943661971,0.8169014084507042,0.823943661971831,0.8271742342164877,0.02582291091242576,52
0.10662918090820313,0.022318350114442633,0.004332733154296875,0.001541817388040357,8,4,5,100,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8531468531468531,0.8601398601398601,0.795774647887324,0.8028169014084507,0.823943661971831,0.8271643849108639,0.02588806374285113,55
0.25842885971069335,0.07644601471106101,0.009080314636230468,0.003542325718377041,8,4,5,200,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8098591549295775,0.8098591549295775,0.824367182113661,0.02092036566984537,74
0.04159870147705078,0.009990563792820427,0.00347442626953125,0.0020061618725109656,8,4,10,50,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8461538461538461,0.8531468531468531,0.7887323943661971,0.8098591549295775,0.8098591549295775,0.8215502807052102,0.024306613628430472,95
0.08313150405883789,0.008845697142619763,0.00435032844543457,0.0016788293341310457,8,4,10,100,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8461538461538461,0.8531468531468531,0.795774647887324,0.8098591549295775,0.795774647887324,0.8201418300009848,0.02473543641070756,101
0.18400216102600098,0.011149173240941014,0.010034132003784179,0.00451768030392529,8,4,10,200,"{'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8461538461538461,0.8531468531468531,0.8028169014084507,0.8169014084507042,0.8098591549295775,0.8257756328178865,0.020117876406228627,61
0.05354433059692383,0.006301624132204484,0.0027081966400146484,0.0006603075958693727,,1,2,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.7972027972027972,0.7762237762237763,0.7887323943661971,0.7816901408450704,0.8380281690140845,0.796375455530385,0.02198089199755419,108
0.10940098762512207,0.008946092909923542,0.005980777740478516,0.0022154210476141873,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8041958041958042,0.7972027972027972,0.795774647887324,0.7605633802816901,0.8450704225352113,0.8005614104205654,0.026938065152574603,107
0.20571651458740234,0.013445178439288405,0.011861705780029297,0.003266399987114889,,1,2,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.8111888111888111,0.8041958041958042,0.795774647887324,0.7746478873239436,0.8309859154929577,0.8033586132177681,0.018477570356991376,106
0.05262832641601563,0.005598316145302758,0.0040114402770996095,0.0027666666689953995,,1,5,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.8251748251748252,0.8251748251748252,0.8098591549295775,0.8098591549295775,0.8450704225352113,0.8230276765488034,0.012976309709141457,77
0.10554690361022949,0.009305935724742472,0.007632589340209961,0.004426132103979368,,1,5,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8391608391608392,0.8251748251748252,0.8028169014084507,0.8028169014084507,0.8309859154929577,0.8201910765291048,0.014865679368060459,97
0.21942601203918458,0.04959280219119116,0.01227269172668457,0.004847963762482523,,1,5,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.8321678321678322,0.8251748251748252,0.8098591549295775,0.8028169014084507,0.8309859154929577,0.8202009258347287,0.011776409083136105,96
